,noun_chunk,product,freq,overall_freq,Rank
43093,excess cord,B000BRLXUI.raw.json,1,5,15255.0
43094,visitor,B000BRLXUI.raw.json,1,5,15255.0
43095,interval,B000BRLXUI.raw.json,1,5,15255.0
43096,3 ) cord,B000BRLXUI.raw.json,1,5,15255.0
43097,grinder snob,B000BRLXUI.raw.json,1,5,15255.0
43098,krups burr grinder,B000BRLXUI.raw.json,1,5,15255.0
43099,permanent marker,B000BRLXUI.raw.json,1,5,15255.0
43101,little ornery,B000BRLXUI.raw.json,1,5,15255.0
43117,2 1/4 cup batch,B000BRLXUI.raw.json,1,5,15255.0
43046,wrong item,B000BRLXUI.raw.json,1,5,15255.0
43044,good shipping,B000BRLXUI.raw.json,1,5,15255.0
42992,fir spice,B000BRLXUI.raw.json,1,5,15255.0
42993,backpacking,B000BRLXUI.raw.json,1,5,15255.0
42994,sh*t,B000BRLXUI.raw.json,1,5,15255.0
42995,loud strange sounding,B000BRLXUI.raw.json,1,5,15255.0
42996,amazing appliance,B000BRLXUI.raw.json,1,5,15255.0
42997,cooking purpose,B000BRLXUI.raw.json,1,5,15255.0
42991,great pri$e,B000BRLXUI.raw.json,1,5,15255.0
42998,tiny apartment,B000BRLXUI.raw.json,1,5,15255.0
43000,"lovely , heavy unit",B000BRLXUI.raw.json,1,5,15255.0
43001,consistent evenly grind coffee bean,B000BRLXUI.raw.json,1,5,15255.0
43002,", attractive addition",B000BRLXUI.raw.json,1,5,15255.0
43003,2 mr . coffee grinder,B000BRLXUI.raw.json,1,5,15255.0
43004,large quisinart,B000BRLXUI.raw.json,1,5,15255.0
43005,18 usd,B000BRLXUI.raw.json,1,5,15255.0
42999,compact efficient way,B000BRLXUI.raw.json,1,5,15255.0
42990,little coarse ground,B000BRLXUI.raw.json,1,5,15255.0
42989,2 3 press,B000BRLXUI.raw.json,1,5,15255.0
42988,bird seed,B000BRLXUI.raw.json,1,5,15255.0
42973,great time - saver,B000BRLXUI.raw.json,1,5,15255.0
42974,little hand strength,B000BRLXUI.raw.json,1,5,15255.0
42975,grind / chop herb,B000BRLXUI.raw.json,1,5,15255.0
42976,perfect fine grind,B000BRLXUI.raw.json,1,5,15255.0
42977,12 cup coffee pot,B000BRLXUI.raw.json,1,5,15255.0
42978,uneven coffee ground,B000BRLXUI.raw.json,1,5,15255.0
42979,costarica,B000BRLXUI.raw.json,1,5,15255.0
42980,outstanding grinder,B000BRLXUI.raw.json,1,5,15255.0
42981,solid use,B000BRLXUI.raw.json,1,5,15255.0
42982,new second keeping,B000BRLXUI.raw.json,1,5,15255.0
42983,simple low - cost grinder,B000BRLXUI.raw.json,1,5,15255.0
42984,10-year lifespan,B000BRLXUI.raw.json,1,5,15255.0
42985,ez cleanup,B000BRLXUI.raw.json,1,5,15255.0
42986,single speed unit,B000BRLXUI.raw.json,1,5,15255.0
42987,pulse feature,B000BRLXUI.raw.json,1,5,15255.0
43006,vancnguyen,B000BRLXUI.raw.json,1,5,15255.0
43007,compact device,B000BRLXUI.raw.json,1,5,15255.0
43008,oven roasted spice,B000BRLXUI.raw.json,1,5,15255.0
43009,big performance,B000BRLXUI.raw.json,1,5,15255.0
43028,60 second,B000BRLXUI.raw.json,1,5,15255.0
43029,little girl,B000BRLXUI.raw.json,1,5,15255.0
43030,cross - contamination issue,B000BRLXUI.raw.json,1,5,15255.0
43031,coffee - taste,B000BRLXUI.raw.json,1,5,15255.0
43032,decade - old grinder,B000BRLXUI.raw.json,1,5,15255.0
43033,/ cup,B000BRLXUI.raw.json,1,5,15255.0
43034,1 - 3 second,B000BRLXUI.raw.json,1,5,15255.0
43035,crowded counter,B000BRLXUI.raw.json,1,5,15255.0
43036,spice mix blend,B000BRLXUI.raw.json,1,5,15255.0
43037,whyyy,B000BRLXUI.raw.json,1,5,15255.0
43038,easy coffee grinder,B000BRLXUI.raw.json,1,5,15255.0
43039,central coffee grinder,B000BRLXUI.raw.json,1,5,15255.0
43040,slip,B000BRLXUI.raw.json,1,5,15255.0
43042,coarse salt,B000BRLXUI.raw.json,1,5,15255.0
43043,good coffe grinder,B000BRLXUI.raw.json,1,5,15255.0
43027,ripoff waste,B000BRLXUI.raw.json,1,5,15255.0
43045,new glass container,B000BRLXUI.raw.json,1,5,15255.0
43026,stinking jaw,B000BRLXUI.raw.json,1,5,15255.0
43024,stuff.the grinder,B000BRLXUI.raw.json,1,5,15255.0
43010,"simple , frill",B000BRLXUI.raw.json,1,5,15255.0
43011,.... great job,B000BRLXUI.raw.json,1,5,15255.0
43012,ample bowl,B000BRLXUI.raw.json,1,5,15255.0
43013,""" "" brand",B000BRLXUI.raw.json,1,5,15255.0
43014,cute product,B000BRLXUI.raw.json,1,5,15255.0
43015,multi - function tool,B000BRLXUI.raw.json,1,5,15255.0
43016,supreme nutrition,B000BRLXUI.raw.json,1,5,15255.0
43017,ammy,B000BRLXUI.raw.json,1,5,15255.0
43018,dehy carrot,B000BRLXUI.raw.json,1,5,15255.0
43019,basmati rice,B000BRLXUI.raw.json,1,5,15255.0
43020,bee pollen,B000BRLXUI.raw.json,1,5,15255.0
43021,quality carbs,B000BRLXUI.raw.json,1,5,15255.0
13658,strip,B00005OTXM.raw.json,1,5,15255.0
43022,protein,B000BRLXUI.raw.json,1,5,15255.0
43023,fresh quinoa,B000BRLXUI.raw.json,1,5,15255.0
43025,little miracle,B000BRLXUI.raw.json,1,5,15255.0
13538,small design,B00005OTXM.raw.json,1,5,15255.0
43118,nice automatic 18-cup grinder motor,B000BRLXUI.raw.json,1,5,15255.0
43119,""" 12 cup "" marking",B000BRLXUI.raw.json,1,5,15255.0
13366,ultra - fine espresso stuff,B00005OTXM.raw.json,1,5,15255.0
13368,- base,B00005OTXM.raw.json,1,5,15255.0
13369,coffee gear,B00005OTXM.raw.json,1,5,15255.0
13370,jumbled mess,B00005OTXM.raw.json,1,5,15255.0
13430,cc,B00005OTXM.raw.json,1,5,15255.0
13371,favorite hardware store,B00005OTXM.raw.json,1,5,15255.0
13431,decent 12 pot cup,B00005OTXM.raw.json,1,5,15255.0
13373,ancient waring coffee mill,B00005OTXM.raw.json,1,5,15255.0
13429,little extra love,B00005OTXM.raw.json,1,5,15255.0
13375,plastic hub,B00005OTXM.raw.json,1,5,15255.0
13426,handy little gadget,B00005OTXM.raw.json,1,5,15255.0
13425,peek,B00005OTXM.raw.json,1,5,15255.0
13376,cuisinart blade,B00005OTXM.raw.json,1,5,15255.0
13377,hub,B00005OTXM.raw.json,1,5,15255.0
13374,oily paste,B00005OTXM.raw.json,1,5,15255.0
13432,amazingly short cord,B00005OTXM.raw.json,1,5,15255.0
13433,awful exterior design,B00005OTXM.raw.json,1,5,15255.0
13434,comma - shape cross section,B00005OTXM.raw.json,1,5,15255.0
13448,processing cost,B00005OTXM.raw.json,1,5,15255.0
13445,robust tool,B00005OTXM.raw.json,1,5,15255.0
13363,cold - brew,B00005OTXM.raw.json,1,5,15255.0
13364,rounded lid,B00005OTXM.raw.json,1,5,15255.0
13444,silver black accessory,B00005OTXM.raw.json,1,5,15255.0
13443,noo yawk,B00005OTXM.raw.json,1,5,15255.0
13442,trendy kitchen,B00005OTXM.raw.json,1,5,15255.0
13441,abysmally short cord,B00005OTXM.raw.json,1,5,15255.0
13440,electronic engineering department,B00005OTXM.raw.json,1,5,15255.0
13365,different capacity,B00005OTXM.raw.json,1,5,15255.0
13439,broom,B00005OTXM.raw.json,1,5,15255.0
13438,coffee room,B00005OTXM.raw.json,1,5,15255.0
13437,victorian age pickpocket,B00005OTXM.raw.json,1,5,15255.0
13436,blacksmith,B00005OTXM.raw.json,1,5,15255.0
13435,big guy,B00005OTXM.raw.json,1,5,15255.0
13424,"warm , soapy water",B00005OTXM.raw.json,1,5,15255.0
13422,need improvement,B00005OTXM.raw.json,1,5,15255.0
13421,""" cuisinart """,B00005OTXM.raw.json,1,5,15255.0
13420,""" 12 cup "" marking",B00005OTXM.raw.json,1,5,15255.0
13411,blatant lie,B00005OTXM.raw.json,1,5,15255.0
13394,3 ) cord,B00005OTXM.raw.json,1,5,15255.0
13396,grinder snob,B00005OTXM.raw.json,1,5,15255.0
13397,krups burr grinder,B00005OTXM.raw.json,1,5,15255.0
13398,permanent marker,B00005OTXM.raw.json,1,5,15255.0
13410,reminder,B00005OTXM.raw.json,1,5,15255.0
13409,small 2 cup smoothie blender,B00005OTXM.raw.json,1,5,15255.0
13399,daily preference,B00005OTXM.raw.json,1,5,15255.0
13400,little ornery,B00005OTXM.raw.json,1,5,15255.0
13401,switch cover,B00005OTXM.raw.json,1,5,15255.0
13408,5th grinder,B00005OTXM.raw.json,1,5,15255.0
13407,1/2 way,B00005OTXM.raw.json,1,5,15255.0
13406,secrete,B00005OTXM.raw.json,1,5,15255.0
13405,removeable,B00005OTXM.raw.json,1,5,15255.0
13403,basic $ 10 model,B00005OTXM.raw.json,1,5,15255.0
13393,interval,B00005OTXM.raw.json,1,5,15255.0
13362,whirly bird,B00005OTXM.raw.json,1,5,15255.0
13412,2 tablespoon,B00005OTXM.raw.json,1,5,15255.0
13413,2 6 oz cup,B00005OTXM.raw.json,1,5,15255.0
13378,waring age,B00005OTXM.raw.json,1,5,15255.0
13379,waring break plastic,B00005OTXM.raw.json,1,5,15255.0
13418,nice automatic 18-cup grinder motor,B00005OTXM.raw.json,1,5,15255.0
13417,2 1/4 cup batch,B00005OTXM.raw.json,1,5,15255.0
13382,modern laundry detergent cap,B00005OTXM.raw.json,1,5,15255.0
13383,inner lid space,B00005OTXM.raw.json,1,5,15255.0
13384,quick zap,B00005OTXM.raw.json,1,5,15255.0
13416,4 12 oz cup,B00005OTXM.raw.json,1,5,15255.0
13385,old waring design,B00005OTXM.raw.json,1,5,15255.0
13386,lid edge,B00005OTXM.raw.json,1,5,15255.0
13415,3 oz cup,B00005OTXM.raw.json,1,5,15255.0
13388,large cap,B00005OTXM.raw.json,1,5,15255.0
13414,12 oz mug,B00005OTXM.raw.json,1,5,15255.0
13389,hollow compartment,B00005OTXM.raw.json,1,5,15255.0
13390,excess cord,B00005OTXM.raw.json,1,5,15255.0
13391,visitor,B00005OTXM.raw.json,1,5,15255.0
13450,cuisinart reason,B00005OTXM.raw.json,1,5,15255.0
13451,lame warranty,B00005OTXM.raw.json,1,5,15255.0
13361,local department store,B00005OTXM.raw.json,1,5,15255.0
43139,noo yawk,B000BRLXUI.raw.json,1,5,15255.0
43140,silver black accessory,B000BRLXUI.raw.json,1,5,15255.0
13356,dcg-20bk coffee bar coffee grinder,B00005OTXM.raw.json,1,5,15255.0
43141,robust tool,B000BRLXUI.raw.json,1,5,15255.0
13507,little maintenance,B00005OTXM.raw.json,1,5,15255.0
43142,processing cost,B000BRLXUI.raw.json,1,5,15255.0
43143,cuisinart reason,B000BRLXUI.raw.json,1,5,15255.0
43144,lame warranty,B000BRLXUI.raw.json,1,5,15255.0
43145,product line,B000BRLXUI.raw.json,1,5,15255.0
13499,later use,B00005OTXM.raw.json,1,5,15255.0
43146,weird double wall,B000BRLXUI.raw.json,1,5,15255.0
43147,cusinart hand mixer,B000BRLXUI.raw.json,1,5,15255.0
13357,lady,B00005OTXM.raw.json,1,5,15255.0
43148,hot attic,B000BRLXUI.raw.json,1,5,15255.0
43149,hardcore coffee gourmand,B000BRLXUI.raw.json,1,5,15255.0
43138,trendy kitchen,B000BRLXUI.raw.json,1,5,15255.0
43150,4 coffee cup,B000BRLXUI.raw.json,1,5,15255.0
43137,abysmally short cord,B000BRLXUI.raw.json,1,5,15255.0
43135,broom,B000BRLXUI.raw.json,1,5,15255.0
43120,""" cuisinart """,B000BRLXUI.raw.json,1,5,15255.0
43121,need improvement,B000BRLXUI.raw.json,1,5,15255.0
43122,"warm , soapy water",B000BRLXUI.raw.json,1,5,15255.0
43123,peek,B000BRLXUI.raw.json,1,5,15255.0
43124,handy little gadget,B000BRLXUI.raw.json,1,5,15255.0
43125,little extra love,B000BRLXUI.raw.json,1,5,15255.0
43126,cc,B000BRLXUI.raw.json,1,5,15255.0
43127,decent 12 pot cup,B000BRLXUI.raw.json,1,5,15255.0
43128,amazingly short cord,B000BRLXUI.raw.json,1,5,15255.0
43129,awful exterior design,B000BRLXUI.raw.json,1,5,15255.0
43130,comma - shape cross section,B000BRLXUI.raw.json,1,5,15255.0
43131,big guy,B000BRLXUI.raw.json,1,5,15255.0
43132,blacksmith,B000BRLXUI.raw.json,1,5,15255.0
43133,victorian age pickpocket,B000BRLXUI.raw.json,1,5,15255.0
43134,coffee room,B000BRLXUI.raw.json,1,5,15255.0
43136,electronic engineering department,B000BRLXUI.raw.json,1,5,15255.0
42972,", real workhorse",B000BRLXUI.raw.json,1,5,15255.0
43151,40 pulse,B000BRLXUI.raw.json,1,5,15255.0
43153,past 14 year,B000BRLXUI.raw.json,1,5,15255.0
13466,syrian rue seed,B00005OTXM.raw.json,1,5,15255.0
13465,mimosa hostilis,B00005OTXM.raw.json,1,5,15255.0
13464,powerful little sucker,B00005OTXM.raw.json,1,5,15255.0
13463,cord twist,B00005OTXM.raw.json,1,5,15255.0
13462,past 14 year,B00005OTXM.raw.json,1,5,15255.0
13461,good sign,B00005OTXM.raw.json,1,5,15255.0
13459,40 pulse,B00005OTXM.raw.json,1,5,15255.0
13458,4 coffee cup,B00005OTXM.raw.json,1,5,15255.0
13358,sleek stylish appliance,B00005OTXM.raw.json,1,5,15255.0
13457,hardcore coffee gourmand,B00005OTXM.raw.json,1,5,15255.0
13359,quick glance,B00005OTXM.raw.json,1,5,15255.0
13456,hot attic,B00005OTXM.raw.json,1,5,15255.0
13455,cusinart hand mixer,B00005OTXM.raw.json,1,5,15255.0
13454,weird double wall,B00005OTXM.raw.json,1,5,15255.0
13452,product line,B00005OTXM.raw.json,1,5,15255.0
13467,massive quantity,B00005OTXM.raw.json,1,5,15255.0
43152,good sign,B000BRLXUI.raw.json,1,5,15255.0
13468,krupts,B00005OTXM.raw.json,1,5,15255.0
13470,star rating average,B00005OTXM.raw.json,1,5,15255.0
43154,cord twist,B000BRLXUI.raw.json,1,5,15255.0
43155,powerful little sucker,B000BRLXUI.raw.json,1,5,15255.0
43156,mimosa hostilis,B000BRLXUI.raw.json,1,5,15255.0
43157,syrian rue seed,B000BRLXUI.raw.json,1,5,15255.0
13483,/ c,B00005OTXM.raw.json,1,5,15255.0
43158,massive quantity,B000BRLXUI.raw.json,1,5,15255.0
13481,user manual,B00005OTXM.raw.json,1,5,15255.0
43159,krupts,B000BRLXUI.raw.json,1,5,15255.0
43160,ledge,B000BRLXUI.raw.json,1,5,15255.0
43161,star rating average,B000BRLXUI.raw.json,1,5,15255.0
43162,4.2 star,B000BRLXUI.raw.json,1,5,15255.0
43163,fully stainless steel blade,B000BRLXUI.raw.json,1,5,15255.0
13474,nonsense,B00005OTXM.raw.json,1,5,15255.0
13472,fully stainless steel blade,B00005OTXM.raw.json,1,5,15255.0
13471,4.2 star,B00005OTXM.raw.json,1,5,15255.0
13469,ledge,B00005OTXM.raw.json,1,5,15255.0
42971,perfect espresso granule,B000BRLXUI.raw.json,1,5,15255.0
13402,giver,B00005OTXM.raw.json,1,5,15255.0
42969,upper,B000BRLXUI.raw.json,1,5,15255.0
42824,""" ground "" bean product",B000BRLXUI.raw.json,1,5,15255.0
40379,beginner,B000BRLXUI.raw.json,3,5,15255.0
40382,negative thing,B000BRLXUI.raw.json,3,5,15255.0
40390,well choice,B000BRLXUI.raw.json,3,5,15255.0
42798,white grinder,B000BRLXUI.raw.json,1,5,15255.0
42823,small afternoon pot,B000BRLXUI.raw.json,1,5,15255.0
42822,grass clipping,B000BRLXUI.raw.json,1,5,15255.0
40391,early riser,B000BRLXUI.raw.json,3,5,15255.0
40393,automatic coffee maker,B000BRLXUI.raw.json,3,5,15255.0
40396,removable lid,B000BRLXUI.raw.json,3,5,15255.0
40400,fine espresso,B000BRLXUI.raw.json,3,5,15255.0
40402,tolerance,B000BRLXUI.raw.json,3,5,15255.0
40403,compact design,B000BRLXUI.raw.json,3,5,15255.0
40405,17 month,B000BRLXUI.raw.json,3,5,15255.0
42821,fooling,B000BRLXUI.raw.json,1,5,15255.0
40406,pos,B000BRLXUI.raw.json,3,5,15255.0
40407,90 day,B000BRLXUI.raw.json,3,5,15255.0
42820,strong 10 cup pot,B000BRLXUI.raw.json,1,5,15255.0
40411,great control,B000BRLXUI.raw.json,3,5,15255.0
42819,20+year old braun,B000BRLXUI.raw.json,1,5,15255.0
16251,simple review,B00005OTXM.raw.json,1,5,15255.0
42818,half chord,B000BRLXUI.raw.json,1,5,15255.0
40545,- line,B000BRLXUI.raw.json,3,5,15255.0
42817,hollow space,B000BRLXUI.raw.json,1,5,15255.0
42816,ps machine,B000BRLXUI.raw.json,1,5,15255.0
40412,perfect ground,B000BRLXUI.raw.json,3,5,15255.0
40416,italy,B000BRLXUI.raw.json,3,5,15255.0
40420,original unit,B000BRLXUI.raw.json,3,5,15255.0
16236,intermittent use,B00005OTXM.raw.json,1,5,15255.0
40547,low speed,B000BRLXUI.raw.json,3,5,15255.0
40378,mid - grind,B000BRLXUI.raw.json,3,5,15255.0
13355,well life,B00005OTXM.raw.json,1,5,15255.0
40372,mechanical problem,B000BRLXUI.raw.json,3,5,15255.0
42838,pretty good grind,B000BRLXUI.raw.json,1,5,15255.0
42837,camp coffee,B000BRLXUI.raw.json,1,5,15255.0
42836,perfect percolator coffee ground,B000BRLXUI.raw.json,1,5,15255.0
42835,true ( somewhat trivial ) case,B000BRLXUI.raw.json,1,5,15255.0
42834,great working order,B000BRLXUI.raw.json,1,5,15255.0
42833,solid object,B000BRLXUI.raw.json,1,5,15255.0
42832,adverse consequence,B000BRLXUI.raw.json,1,5,15255.0
13891,custom,B00005OTXM.raw.json,1,5,15255.0
42831,timely manner,B000BRLXUI.raw.json,1,5,15255.0
42830,raw / unrefined confectioner sugar,B000BRLXUI.raw.json,1,5,15255.0
42829,refined sugar,B000BRLXUI.raw.json,1,5,15255.0
42828,bridal shower,B000BRLXUI.raw.json,1,5,15255.0
42827,shallow metal cup,B000BRLXUI.raw.json,1,5,15255.0
13899,slight tilt,B00005OTXM.raw.json,1,5,15255.0
40544,mini grinder,B000BRLXUI.raw.json,3,5,15255.0
40353,minor detail,B000BRLXUI.raw.json,3,5,15255.0
40354,old grind,B000BRLXUI.raw.json,3,5,15255.0
16321,actual use,B00005OTXM.raw.json,1,5,15255.0
40355,1st,B000BRLXUI.raw.json,3,5,15255.0
40357,ring,B000BRLXUI.raw.json,3,5,15255.0
16316,clear cup,B00005OTXM.raw.json,1,5,15255.0
40358,2 tbsp,B000BRLXUI.raw.json,3,5,15255.0
42826,feeble way,B000BRLXUI.raw.json,1,5,15255.0
40360,driver,B000BRLXUI.raw.json,3,5,15255.0
5544,grime,B00004SPEU.raw.json,1,5,15255.0
42825,24 year old krup,B000BRLXUI.raw.json,1,5,15255.0
5543,leftover ground,B00004SPEU.raw.json,1,5,15255.0
40363,major drawback,B000BRLXUI.raw.json,3,5,15255.0
40369,report,B000BRLXUI.raw.json,3,5,15255.0
40370,good coffee bean,B000BRLXUI.raw.json,3,5,15255.0
376,super expensive grinder,B00004S9CY.raw.json,1,5,15255.0
16233,simple device,B00005OTXM.raw.json,1,5,15255.0
40425,friend house,B000BRLXUI.raw.json,3,5,15255.0
40426,mesh,B000BRLXUI.raw.json,3,5,15255.0
387,bialetti italian press,B00004S9CY.raw.json,1,5,15255.0
40469,marking,B000BRLXUI.raw.json,3,5,15255.0
42805,resevoir,B000BRLXUI.raw.json,1,5,15255.0
42806,decent pot,B000BRLXUI.raw.json,1,5,15255.0
42807,depratment store,B000BRLXUI.raw.json,1,5,15255.0
40475,n,B000BRLXUI.raw.json,3,5,15255.0
389,product    cuisinart dcg-20bk coffee bar coffee grinder,B00004S9CY.raw.json,1,5,15255.0
40476,great pot,B000BRLXUI.raw.json,3,5,15255.0
13354,😕 amazon,B00005OTXM.raw.json,1,5,15255.0
16158,identical item,B00005OTXM.raw.json,1,5,15255.0
388,fantastic consistent coffee,B00004S9CY.raw.json,1,5,15255.0
40520,peet,B000BRLXUI.raw.json,3,5,15255.0
40519,florida,B000BRLXUI.raw.json,3,5,15255.0
42808,cuisenart label,B000BRLXUI.raw.json,1,5,15255.0
40465,amazon return,B000BRLXUI.raw.json,3,5,15255.0
40516,coffee game,B000BRLXUI.raw.json,3,5,15255.0
40515,bialetti,B000BRLXUI.raw.json,3,5,15255.0
40491,struggle,B000BRLXUI.raw.json,3,5,15255.0
40493,early review,B000BRLXUI.raw.json,3,5,15255.0
40494,preferred grind,B000BRLXUI.raw.json,3,5,15255.0
42809,western highland,B000BRLXUI.raw.json,1,5,15255.0
40500,high quality bean,B000BRLXUI.raw.json,3,5,15255.0
40501,half hour,B000BRLXUI.raw.json,3,5,15255.0
40502,5 tablespoon,B000BRLXUI.raw.json,3,5,15255.0
40512,nice burr grinder,B000BRLXUI.raw.json,3,5,15255.0
40503,great unit,B000BRLXUI.raw.json,3,5,15255.0
40504,necessity,B000BRLXUI.raw.json,3,5,15255.0
40511,selected grind,B000BRLXUI.raw.json,3,5,15255.0
40506,toddy,B000BRLXUI.raw.json,3,5,15255.0
42810,advert,B000BRLXUI.raw.json,1,5,15255.0
40490,good quality product,B000BRLXUI.raw.json,3,5,15255.0
42839,espresso - powder fine,B000BRLXUI.raw.json,1,5,15255.0
40464,guessing,B000BRLXUI.raw.json,3,5,15255.0
40524,adjust,B000BRLXUI.raw.json,3,5,15255.0
42970,candidate,B000BRLXUI.raw.json,1,5,15255.0
40428,finely grind bean,B000BRLXUI.raw.json,3,5,15255.0
379,ny times,B00004S9CY.raw.json,1,5,15255.0
42815,3 time residue,B000BRLXUI.raw.json,1,5,15255.0
40431,beam,B000BRLXUI.raw.json,3,5,15255.0
42814,main chamber,B000BRLXUI.raw.json,1,5,15255.0
40438,running,B000BRLXUI.raw.json,3,5,15255.0
40440,select,B000BRLXUI.raw.json,3,5,15255.0
40442,adjustability,B000BRLXUI.raw.json,3,5,15255.0
40446,protection plan,B000BRLXUI.raw.json,3,5,15255.0
42813,proctersilex,B000BRLXUI.raw.json,1,5,15255.0
16083,110 volt,B00005OTXM.raw.json,1,5,15255.0
40449,2 minute,B000BRLXUI.raw.json,3,5,15255.0
42799,small cabin,B000BRLXUI.raw.json,1,5,15255.0
42811,freaking way,B000BRLXUI.raw.json,1,5,15255.0
390,4-cup coffee maker,B00004S9CY.raw.json,1,5,15255.0
42800,inner cabin,B000BRLXUI.raw.json,1,5,15255.0
382,99 percent,B00004S9CY.raw.json,1,5,15255.0
16103,dependable product,B00005OTXM.raw.json,1,5,15255.0
40454,single bean,B000BRLXUI.raw.json,3,5,15255.0
42812,600ml french press,B000BRLXUI.raw.json,1,5,15255.0
40456,dud,B000BRLXUI.raw.json,3,5,15255.0
40531,big improvement,B000BRLXUI.raw.json,3,5,15255.0
40529,canada,B000BRLXUI.raw.json,3,5,15255.0
42801,caffeine - inclination,B000BRLXUI.raw.json,1,5,15255.0
42802,brand new black krupps,B000BRLXUI.raw.json,1,5,15255.0
40463,local coffee shop,B000BRLXUI.raw.json,3,5,15255.0
42803,heart sentiment,B000BRLXUI.raw.json,1,5,15255.0
40526,hastle,B000BRLXUI.raw.json,3,5,15255.0
42804,deeply disappointing product,B000BRLXUI.raw.json,1,5,15255.0
40534,crappy grinder,B000BRLXUI.raw.json,3,5,15255.0
42840,mighty watery coffee,B000BRLXUI.raw.json,1,5,15255.0
40368,addendum,B000BRLXUI.raw.json,3,5,15255.0
42842,left handed people,B000BRLXUI.raw.json,1,5,15255.0
42921,afer grinding,B000BRLXUI.raw.json,1,5,15255.0
42922,cuisinart dcg-20bkn coffee bar coffee grinder,B000BRLXUI.raw.json,1,5,15255.0
42923,krup compete grinder,B000BRLXUI.raw.json,1,5,15255.0
42924,outrageous,B000BRLXUI.raw.json,1,5,15255.0
42925,simple straightforward product,B000BRLXUI.raw.json,1,5,15255.0
42926,bottle,B000BRLXUI.raw.json,1,5,15255.0
42920,1 piece unit,B000BRLXUI.raw.json,1,5,15255.0
42927,crushed red pepper seed,B000BRLXUI.raw.json,1,5,15255.0
42929,salsa,B000BRLXUI.raw.json,1,5,15255.0
13774,multiple attempt,B00005OTXM.raw.json,1,5,15255.0
42930,pasta sauce,B000BRLXUI.raw.json,1,5,15255.0
42931,grinder housing scoop bean,B000BRLXUI.raw.json,1,5,15255.0
42932,coffee bag,B000BRLXUI.raw.json,1,5,15255.0
42933,series,B000BRLXUI.raw.json,1,5,15255.0
42928,pizza,B000BRLXUI.raw.json,1,5,15255.0
13769,25 30 second,B00005OTXM.raw.json,1,5,15255.0
42919,good look,B000BRLXUI.raw.json,1,5,15255.0
42841,standard size cup,B000BRLXUI.raw.json,1,5,15255.0
42903,excess residue,B000BRLXUI.raw.json,1,5,15255.0
42904,cup / blade area,B000BRLXUI.raw.json,1,5,15255.0
42905,kitchen aid coffee grinder,B000BRLXUI.raw.json,1,5,15255.0
42906,discriminating buyer,B000BRLXUI.raw.json,1,5,15255.0
42907,"wonderful , rich flavor",B000BRLXUI.raw.json,1,5,15255.0
42908,48 hour,B000BRLXUI.raw.json,1,5,15255.0
42918,retractable cable,B000BRLXUI.raw.json,1,5,15255.0
42909,high quality coffee,B000BRLXUI.raw.json,1,5,15255.0
42911,plastic depressor button thing,B000BRLXUI.raw.json,1,5,15255.0
42912,pointy object,B000BRLXUI.raw.json,1,5,15255.0
42913,dopey morning pre - coffee daze,B000BRLXUI.raw.json,1,5,15255.0
42914,gas stove,B000BRLXUI.raw.json,1,5,15255.0
42915,oven,B000BRLXUI.raw.json,1,5,15255.0
42916,perfect coarseness,B000BRLXUI.raw.json,1,5,15255.0
42910,second run,B000BRLXUI.raw.json,1,5,15255.0
42934,old smoke plastic,B000BRLXUI.raw.json,1,5,15255.0
42935,safety tab,B000BRLXUI.raw.json,1,5,15255.0
42936,7:24 pm,B000BRLXUI.raw.json,1,5,15255.0
42955,little shelf space,B000BRLXUI.raw.json,1,5,15255.0
42956,subsequent day,B000BRLXUI.raw.json,1,5,15255.0
42957,metal shell,B000BRLXUI.raw.json,1,5,15255.0
42958,"4 
 adult",B000BRLXUI.raw.json,1,5,15255.0
42959,half number,B000BRLXUI.raw.json,1,5,15255.0
42960,unnecessary button,B000BRLXUI.raw.json,1,5,15255.0
42954,darn,B000BRLXUI.raw.json,1,5,15255.0
42961,direct replacement,B000BRLXUI.raw.json,1,5,15255.0
42963,rinky - dink grinder,B000BRLXUI.raw.json,1,5,15255.0
42964,wheat grinder,B000BRLXUI.raw.json,1,5,15255.0
42965,melitta funnel,B000BRLXUI.raw.json,1,5,15255.0
42966,emergency grinder,B000BRLXUI.raw.json,1,5,15255.0
42967,nice qaulity,B000BRLXUI.raw.json,1,5,15255.0
42968,cuisinart label,B000BRLXUI.raw.json,1,5,15255.0
42962,material / assembly quality,B000BRLXUI.raw.json,1,5,15255.0
42953,13year,B000BRLXUI.raw.json,1,5,15255.0
42952,unit head,B000BRLXUI.raw.json,1,5,15255.0
42951,grinder manufacturer,B000BRLXUI.raw.json,1,5,15255.0
42937,favorite coffee brand,B000BRLXUI.raw.json,1,5,15255.0
42938,garbage disposal food processor,B000BRLXUI.raw.json,1,5,15255.0
42939,2 3 load,B000BRLXUI.raw.json,1,5,15255.0
42940,perfectly ground coffee,B000BRLXUI.raw.json,1,5,15255.0
42941,bet,B000BRLXUI.raw.json,1,5,15255.0
42942,tiny bowl,B000BRLXUI.raw.json,1,5,15255.0
42943,small compact size,B000BRLXUI.raw.json,1,5,15255.0
42944,boil egg,B000BRLXUI.raw.json,1,5,15255.0
42945,mynah bird,B000BRLXUI.raw.json,1,5,15255.0
42946,12-cup coffeemaker,B000BRLXUI.raw.json,1,5,15255.0
